id,メーカー,車種,自動車タイプ,ボディタイプ,駆動方式,価格帯(万円),排気量(cc),最新モデル,グレード・モデル,先進安全装備,燃費(km/L)電費(Wh/km)水素燃費(km/kg),燃料の種類,自動車税(円),乗車定員,中古相場(万円),サイズ(mm)
146,TOYOYA,ピクシストラック,軽自動車,バン/トラック,4WD(MT),1028500~1408000,658,2021_12,エクストラ (5MT),スマートアシスト,15.6,レギュラー,10800,2,50~393,3395×1475×1780
147,TOYOYA,ピクシストラック,軽自動車,バン/トラック,4WD,1028500~1408000,658,2021_12,エクストラ (CVT),スマートアシスト,16.5,レギュラー,10800,2,50~393,3395×1475×1780
148,TOYOYA,ピクシストラック,軽自動車,バン/トラック,4WD(MT),1028500~1408000,658,2021_12,スタンダード (5MT),スマートアシスト,15.6,レギュラー,10800,2,50~393,3395×1475×1780
149,TOYOYA,ピクシストラック,軽自動車,バン/トラック,4WD,1028500~1408000,658,2021_12,スタンダード (CVT),スマートアシスト,15.8,レギュラー,10800,2,50~393,3395×1475×1780
150,TOYOYA,ピクシストラック,軽自動車,バン/トラック,4WD(MT),1028500~1408000,658,2021_12,スタンダード “農用スペシャル” (5MT),スマートアシスト,15.6,レギュラー,10800,2,50~393,3395×1475×1780
151,TOYOYA,ピクシストラック,軽自動車,バン/トラック,4WD,1028500~1408000,658,2021_12,スタンダード “農用スペシャル” (CVT),スマートアシスト,15.8,レギュラー,10800,2,50~393,3395×1475×1780
152,TOYOYA,ピクシスバン,軽自動車,バン/トラック,2WD,1100000~1683000,658,2021_12,クルーズターボ (CVT),スマートアシスト,14.7,レギュラー,10800,2~4,110~168,3395×1475×1890
153,TOYOYA,ピクシスバン,軽自動車,バン/トラック,2WD(MT),1100000~1683000,658,2021_12,クルーズ (5MT),スマートアシスト,14.9,レギュラー,10800,2~4,110~168,3395×1475×1890
154,TOYOYA,ピクシスバン,軽自動車,バン/トラック,2WD,1100000~1683000,658,2021_12,クルーズ (CVT),スマートアシスト,15.6,レギュラー,10800,2~4,110~168,3395×1475×1890
155,TOYOYA,ピクシスバン,軽自動車,バン/トラック,2WD(MT),1100000~1683000,658,2021_12,デラックス (5MT),スマートアシスト,14.9,レギュラー,10800,2~4,110~168,3395×1475×1890
156,TOYOYA,ピクシスバン,軽自動車,バン/トラック,2WD,1100000~1683000,658,2021_12,デラックス (CVT),スマートアシスト,15.6,レギュラー,10800,2~4,110~168,3395×1475×1890
157,TOYOYA,ピクシスバン,軽自動車,バン/トラック,2WD(MT),1100000~1683000,658,2021_12,スペシャルクリーン (5MT),スマートアシスト,14.9,レギュラー,10800,2~4,110~168,3395×1475×1890
158,TOYOYA,ピクシスバン,軽自動車,バン/トラック,2WD,1100000~1683000,658,2021_12,スペシャルクリーン (CVT),スマートアシスト,15.6,レギュラー,10800,2~4,110~168,3395×1475×1890
159,TOYOYA,ピクシスバン,軽自動車,バン/トラック,2WD(MT),1100000~1683000,658,2021_12,スペシャル (5MT),スマートアシスト,14.9,レギュラー,10800,2~4,110~168,3395×1475×1890
160,TOYOYA,ピクシスバン,軽自動車,バン/トラック,2WD,1100000~1683000,658,2021_12,スペシャル (CVT),スマートアシスト,15.6,レギュラー,10800,2~4,110~168,3395×1475×1890
161,TOYOYA,ピクシスバン,軽自動車,バン/トラック,4WD,1100000~1683000,658,2021_12,クルーズターボ (CVT),スマートアシスト,14.7,レギュラー,10800,2~4,110~168,3395×1475×1890
162,TOYOYA,ピクシスバン,軽自動車,バン/トラック,4WD(MT),1100000~1683000,658,2021_12,クルーズ (5MT),スマートアシスト,14.9,レギュラー,10800,2~4,110~168,3395×1475×1890
163,TOYOYA,ピクシスバン,軽自動車,バン/トラック,4WD,1100000~1683000,658,2021_12,クルーズ (CVT),スマートアシスト,15.6,レギュラー,10800,2~4,110~168,3395×1475×1890
164,TOYOYA,ピクシスバン,軽自動車,バン/トラック,4WD(MT),1100000~1683000,658,2021_12,デラックス (5MT),スマートアシスト,14.9,レギュラー,10800,2~4,110~168,3395×1475×1890
165,TOYOYA,ピクシスバン,軽自動車,バン/トラック,4WD,1100000~1683000,658,2021_12,デラックス (CVT),スマートアシスト,15.6,レギュラー,10800,2~4,110~168,3395×1475×1890
166,TOYOYA,ピクシスバン,軽自動車,バン/トラック,4WD(MT),1100000~1683000,658,2021_12,スペシャルクリーン (5MT),スマートアシスト,14.9,レギュラー,10800,2~4,110~168,3395×1475×1890
167,TOYOYA,ピクシスバン,軽自動車,バン/トラック,4WD,1100000~1683000,658,2021_12,スペシャルクリーン (CVT),スマートアシスト,15.6,レギュラー,10800,2~4,110~168,3395×1475×1890
168,TOYOYA,ピクシスバン,軽自動車,バン/トラック,4WD(MT),1100000~1683000,658,2021_12,スペシャル (5MT),スマートアシスト,14.9,レギュラー,10800,2~4,110~168,3395×1475×1890
169,TOYOYA,ピクシスバン,軽自動車,バン/トラック,4WD,1100000~1683000,658,2021_12,スペシャル (CVT),スマートアシスト,15.6,レギュラー,10800,2~4,110~168,3395×1475×1890
170,TOYOYA,プリウス,普通車,ハッチバック,2WD,2769800~4608900,1986,2025_07,Z (PHEV),Toyota Safety Sense,26,レギュラー (PHEV),36000,5,229~799,4600×1780×1430
171,TOYOYA,プリウス,普通車,ハッチバック,2WD,2769800~4608900,1986,2025_07,G (PHEV),Toyota Safety Sense,26,レギュラー (PHEV),36000,5,229~799,4600×1780×1430
172,TOYOYA,プリウス,普通車,ハッチバック,2WD,2769800~4608900,1986,2025_07,Z (HEV),Toyota Safety Sense,28.6,レギュラー (HEV),36000,5,229~799,4600×1780×1420
173,TOYOYA,プリウス,普通車,ハッチバック,4WD,2769800~4608900,1986,2025_07,Z (HEV),Toyota Safety Sense,26.7,レギュラー (HEV),36000,5,229~799,4600×1780×1420
174,TOYOYA,プリウス,普通車,ハッチバック,2WD,2769800~4608900,1986,2025_07,G (HEV),Toyota Safety Sense,28.6,レギュラー (HEV),36000,5,229~799,4600×1780×1420
175,TOYOYA,プリウス,普通車,ハッチバック,4WD,2769800~4608900,1986,2025_07,G (HEV),Toyota Safety Sense,26.7,レギュラー (HEV),36000,5,229~799,4600×1780×1420
176,TOYOYA,プリウス,普通車,ハッチバック,2WD,2769800~4608900,1797,2025_07,U (HEV),Toyota Safety Sense,32.6,レギュラー (HEV),36000,5,229~799,4600×1780×1420
177,TOYOYA,プリウス,普通車,ハッチバック,4WD,2769800~4608900,1797,2025_07,U (HEV),Toyota Safety Sense,30.7,レギュラー (HEV),36000,5,229~799,4600×1780×1420
178,TOYOYA,ライズ,普通車,SUV,2WD,1800700~2442000,1196,2021_11,Z (1.2L HEV),Toyota Safety Sense,28,レギュラー (HEV),30500,5,124~513,3995×1695×1620
179,TOYOYA,ライズ,普通車,SUV,2WD,1800700~2442000,1196,2021_11,G (1.2L HEV),Toyota Safety Sense,28,レギュラー (HEV),30500,5,124~513,3995×1695×1620
180,TOYOYA,ライズ,普通車,SUV,2WD,1800700~2442000,1196,2021_11,Z (1.2L GAS),Toyota Safety Sense,20.7,レギュラー,30500,5,124~513,3995×1695×1620
181,TOYOYA,ライズ,普通車,SUV,2WD,1800700~2442000,1196,2021_11,G (1.2L GAS),Toyota Safety Sense,20.7,レギュラー,30500,5,124~513,3995×1695×1620
182,TOYOYA,ライズ,普通車,SUV,2WD,1800700~2442000,1196,2021_11,X (1.2L GAS),Toyota Safety Sense,20.7,レギュラー,30500,5,124~513,3995×1695×1620
183,TOYOYA,ライズ,普通車,SUV,4WD,1800700~2442000,996,2021_11,Z (1.0L TURBO GAS),Toyota Safety Sense,17.4,レギュラー,30500,5,124~513,3995×1695×1620
184,TOYOYA,ライズ,普通車,SUV,4WD,1800700~2442000,996,2021_11,G (1.0L TURBO GAS),Toyota Safety Sense,17.4,レギュラー,30500,5,124~513,3995×1695×1620
185,TOYOYA,ライズ,普通車,SUV,4WD,1800700~2442000,996,2021_11,X (1.0L TURBO GAS),Toyota Safety Sense,17.4,レギュラー,30500,5,124~513,3995×1695×1620
186,TOYOYA,RAV4,普通車,SUV,4WD,3237300~5661700,1986,2025_06,Adventure (GAS),Toyota Safety Sense,15.2,レギュラー,36000,5,189~599,4610×1865×1690
187,TOYOYA,RAV4,普通車,SUV,4WD,3237300~5661700,1986,2025_06,G (GAS),Toyota Safety Sense,15.2,レギュラー,36000,5,189~599,4600×1855×1685
188,TOYOYA,RAV4,普通車,SUV,4WD,3237300~5661700,1986,2025_06,X (GAS),Toyota Safety Sense,15.2,レギュラー,36000,5,189~599,4600×1855×1685
189,TOYOYA,RAV4,普通車,SUV,4WD,3237300~5661700,1986,2025_06,G “Z package” (GAS),Toyota Safety Sense,15.2,レギュラー,36000,5,189~599,4600×1855×1685
190,TOYOYA,RAV4,普通車,SUV,4WD,3237300~5661700,2487,2025_06,Adventure (HEV),Toyota Safety Sense,20.3,レギュラー (HEV),43500,5,189~599,4610×1865×1690
191,TOYOYA,RAV4,普通車,SUV,4WD,3237300~5661700,2487,2025_06,G (HEV),Toyota Safety Sense,20.6,レギュラー (HEV),43500,5,189~599,4600×1855×1685
192,TOYOYA,RAV4,普通車,SUV,4WD,3237300~5661700,2487,2025_06,X (HEV),Toyota Safety Sense,20.6,レギュラー (HEV),43500,5,189~599,4600×1855×1685
193,TOYOYA,RAV4,普通車,SUV,4WD,3237300~5661700,2487,2025_06,G “Z package” (HEV),Toyota Safety Sense,20.6,レギュラー (HEV),43500,5,189~599,4600×1855×1685
194,TOYOYA,RAV4,普通車,SUV,4WD,3237300~5661700,2487,2025_06,Z (PHEV),Toyota Safety Sense,22.2,レギュラー (PHEV),43500,5,189~599,4600×1855×1695
195,TOYOYA,ルーミー,普通車,ハッチバック,2WD,1742400~2294600,996,2020_09,カスタムG-T (ターボ),スマートアシスト,16.8,レギュラー,30500,5,39~315,3705×1670×1735
196,TOYOYA,ルーミー,普通車,ハッチバック,2WD,1742400~2294600,996,2020_09,カスタムG,スマートアシスト,18.4,レギュラー,30500,5,39~315,3705×1670×1735
197,TOYOYA,ルーミー,普通車,ハッチバック,4WD,1742400~2294600,996,2020_09,カスタムG,スマートアシスト,16.8,レギュラー,30500,5,39~315,3705×1670×1735
198,TOYOYA,ルーミー,普通車,ハッチバック,2WD,1742400~2294600,996,2020_09,G-T (ターボ),スマートアシスト,16.8,レギュラー,30500,5,39~315,3700×1670×1735
199,TOYOYA,ルーミー,普通車,ハッチバック,2WD,1742400~2294600,996,2020_09,G,スマートアシスト,18.4,レギュラー,30500,5,39~315,3700×1670×1735
200,TOYOYA,ルーミー,普通車,ハッチバック,4WD,1742400~2294600,996,2020_09,G,スマートアシスト,16.8,レギュラー,30500,5,39~315,3700×1670×1735
201,TOYOYA,ルーミー,普通車,ハッチバック,2WD,1742400~2294600,996,2020_09,X,スマートアシスト,18.4,レギュラー,30500,5,39~315,3700×1670×1735
202,TOYOYA,ルーミー,普通車,ハッチバック,4WD,1742400~2294600,996,2020_09,X,スマートアシスト,16.8,レギュラー,30500,5,39~315,3700×1670×1735
203,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,Z (HEV/7人),Toyota Safety Sense,27.6,レギュラー (HEV),30500,7,163~440,4260×1695×1695
204,TOYOYA,シエンタ,普通車,ミニバン,4WD,2077900~3322000,1490,2025_08,Z (HEV/7人),Toyota Safety Sense,24.8,レギュラー (HEV),30500,7,163~440,4260×1695×1715
205,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,Z (HEV/5人),Toyota Safety Sense,28,レギュラー (HEV),30500,5,163~440,4260×1695×1695
206,TOYOYA,シエンタ,普通車,ミニバン,4WD,2077900~3322000,1490,2025_08,Z (HEV/5人),Toyota Safety Sense,24.8,レギュラー (HEV),30500,5,163~440,4260×1695×1715
207,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,G (HEV/7人),Toyota Safety Sense,27.6,レギュラー (HEV),30500,7,163~440,4260×1695×1695
208,TOYOYA,シエンタ,普通車,ミニバン,4WD,2077900~3322000,1490,2025_08,G (HEV/7人),Toyota Safety Sense,24.8,レギュラー (HEV),30500,7,163~440,4260×1695×1715
209,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,G (HEV/5人),Toyota Safety Sense,28,レギュラー (HEV),30500,5,163~440,4260×1695×1695
210,TOYOYA,シエンタ,普通車,ミニバン,4WD,2077900~3322000,1490,2025_08,G (HEV/5人),Toyota Safety Sense,24.8,レギュラー (HEV),30500,5,163~440,4260×1695×1715
211,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,X (HEV/7人),Toyota Safety Sense,28,レギュラー (HEV),30500,7,163~440,4260×1695×1695
212,TOYOYA,シエンタ,普通車,ミニバン,4WD,2077900~3322000,1490,2025_08,X (HEV/7人),Toyota Safety Sense,24.8,レギュラー (HEV),30500,7,163~440,4260×1695×1715
213,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,X (HEV/5人),Toyota Safety Sense,28.4,レギュラー (HEV),30500,5,163~440,4260×1695×1695
214,TOYOYA,シエンタ,普通車,ミニバン,4WD,2077900~3322000,1490,2025_08,X (HEV/5人),Toyota Safety Sense,24.8,レギュラー (HEV),30500,5,163~440,4260×1695×1715
215,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,Z (GAS/7人),Toyota Safety Sense,18.3,レギュラー,30500,7,163~440,4260×1695×1695
216,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,Z (GAS/5人),Toyota Safety Sense,18.4,レギュラー,30500,5,163~440,4260×1695×1695
217,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,G (GAS/7人),Toyota Safety Sense,18.3,レギュラー,30500,7,163~440,4260×1695×1695
218,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,G (GAS/5人),Toyota Safety Sense,18.4,レギュラー,30500,5,163~440,4260×1695×1695
219,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,X (GAS/7人),Toyota Safety Sense,18.3,レギュラー,30500,7,163~440,4260×1695×1695
220,TOYOYA,シエンタ,普通車,ミニバン,2WD,2077900~3322000,1490,2025_08,X (GAS/5人),Toyota Safety Sense,18.4,レギュラー,30500,5,163~440,4260×1695×1695
221,TOYOYA,スープラ,普通車,クーペ,2WD(MT),4995000~8000000,2997,2023_04,RZ (3.0L/6MT),Toyota Safety Sense,11.1,ハイオク,50000,2,438~1280,4380×1865×1295
222,TOYOYA,スープラ,普通車,クーペ,2WD,4995000~8000000,2997,2023_04,RZ (3.0L/8AT),Toyota Safety Sense,12.2,ハイオク,50000,2,438~1280,4380×1865×1295
223,TOYOYA,スープラ,普通車,クーペ,2WD,4995000~8000000,1998,2023_04,SZ-R (2.0L),Toyota Safety Sense,14,ハイオク,36000,2,438~1280,4380×1865×1295
224,TOYOYA,スープラ,普通車,クーペ,2WD,4995000~8000000,1998,2023_04,SZ (2.0L),Toyota Safety Sense,14.5,ハイオク,36000,2,438~1280,4380×1865×1295
225,TOYOYA,ヴォクシー,普通車,ミニバン,2WD,3246100~4219600,1797,2025_09,S-Z (HEV/7人),Toyota Safety Sense,23,レギュラー (HEV),36000,7,252~671,4695×1730×1895
226,TOYOYA,ヴォクシー,普通車,ミニバン,4WD,3246100~4219600,1797,2025_09,S-Z (HEV/7人),Toyota Safety Sense,22,レギュラー (HEV),36000,7,252~671,4695×1730×1925
227,TOYOYA,ヴォクシー,普通車,ミニバン,2WD,3246100~4219600,1797,2025_09,S-G (HEV/7人),Toyota Safety Sense,23,レギュラー (HEV),36000,7,252~671,4695×1730×1895
228,TOYOYA,ヴォクシー,普通車,ミニバン,4WD,3246100~4219600,1797,2025_09,S-G (HEV/7人),Toyota Safety Sense,22,レギュラー (HEV),36000,7,252~671,4695×1730×1925
229,TOYOYA,ヴォクシー,普通車,ミニバン,2WD,3246100~4219600,1797,2025_09,S-G (HEV/8人),Toyota Safety Sense,23,レギュラー (HEV),36000,8,252~671,4695×1730×1895
230,TOYOYA,ヴォクシー,普通車,ミニバン,4WD,3246100~4219600,1797,2025_09,S-G (HEV/8人),Toyota Safety Sense,22,レギュラー (HEV),36000,8,252~671,4695×1730×1925
231,TOYOYA,ヴォクシー,普通車,ミニバン,2WD,3246100~4219600,1986,2025_09,S-Z (GAS/7人),Toyota Safety Sense,14.8,レギュラー,36000,7,252~671,4695×1730×1895
232,TOYOYA,ヴォクシー,普通車,ミニバン,4WD,3246100~4219600,1986,2025_09,S-Z (GAS/7人),Toyota Safety Sense,14.1,レギュラー,36000,7,252~671,4695×1730×1925
233,TOYOYA,ヴォクシー,普通車,ミニバン,2WD,3246100~4219600,1986,2025_09,S-G (GAS/7人),Toyota Safety Sense,14.8,レギュラー,36000,7,252~671,4695×1730×1895
234,TOYOYA,ヴォクシー,普通車,ミニバン,4WD,3246100~4219600,1986,2025_09,S-G (GAS/7人),Toyota Safety Sense,14.1,レギュラー,36000,7,252~671,4695×1730×1925
235,TOYOYA,ヴォクシー,普通車,ミニバン,2WD,3246100~4219600,1986,2025_09,S-G (GAS/8人),Toyota Safety Sense,14.8,レギュラー,36000,8,252~671,4695×1730×1895
236,TOYOYA,ヴォクシー,普通車,ミニバン,4WD,3246100~4219600,1986,2025_09,S-G (GAS/8人),Toyota Safety Sense,14.1,レギュラー,36000,8,252~671,4695×1730×1925
237,TOYOYA,ヤリス,普通車,ハッチバック,2WD,1657700~2887500,1490,2024_01,Z (HEV),Toyota Safety Sense,35.4,レギュラー (HEV),30500,5,78~369,3950×1695×1495
238,TOYOYA,ヤリス,普通車,ハッチバック,4WD,1657700~2887500,1490,2024_01,Z (HEV),Toyota Safety Sense,30.2,レギュラー (HEV),30500,5,78~369,3950×1695×1510
239,TOYOYA,ヤリス,普通車,ハッチバック,2WD,1657700~2887500,1490,2024_01,G (HEV),Toyota Safety Sense,35.8,レギュラー (HEV),30500,5,78~369,3950×1695×1495
240,TOYOYA,ヤリス,普通車,ハッチバック,4WD,1657700~2887500,1490,2024_01,G (HEV),Toyota Safety Sense,30.2,レギュラー (HEV),30500,5,78~369,3950×1695×1510
241,TOYOYA,ヤリス,普通車,ハッチバック,2WD,1657700~2887500,1490,2024_01,X (HEV),Toyota Safety Sense,36,レギュラー (HEV),30500,5,78~369,3950×1695×1495
242,TOYOYA,ヤリス,普通車,ハッチバック,4WD,1657700~2887500,1490,2024_01,X (HEV),Toyota Safety Sense,30.2,レギュラー (HEV),30500,5,78~369,3950×1695×1510
243,TOYOYA,ヤリス,普通車,ハッチバック,2WD,1657700~2887500,1490,2024_01,U (HEV),Toyota Safety Sense,35.4,レギュラー (HEV),30500,5,78~369,3950×1695×1495
244,TOYOYA,ヤリス,普通車,ハッチバック,4WD,1657700~2887500,1490,2024_01,U (HEV),Toyota Safety Sense,30.2,レギュラー (HEV),30500,5,78~369,3950×1695×1510
245,TOYOYA,ヤリス,普通車,ハッチバック,2WD,1657700~2887500,1490,2024_01,Z (GAS/CVT),Toyota Safety Sense,21.3,レギュラー,30500,5,78~369,3950×1695×1495
246,TOYOYA,ヤリス,普通車,ハッチバック,4WD,1657700~2887500,1490,2024_01,Z (GAS/CVT),Toyota Safety Sense,19.1,レギュラー,30500,5,78~369,3950×1695×1510
247,TOYOYA,ヤリス,普通車,ハッチバック,2WD,1657700~2887500,1490,2024_01,G (GAS/CVT),Toyota Safety Sense,21,レギュラー,30500,5,78~369,3950×1695×1495
248,TOYOYA,ヤリス,普通車,ハッチバック,4WD,1657700~2887500,1490,2024_01,G (GAS/CVT),Toyota Safety Sense,19,レギュラー,30500,5,78~369,3950×1695×1510
249,TOYOYA,ヤリス,普通車,ハッチバック,2WD,1657700~2887500,1490,2024_01,X (GAS/CVT),Toyota Safety Sense,21.3,レギュラー,30500,5,78~369,3950×1695×1495
250,TOYOYA,ヤリス,普通車,ハッチバック,4WD,1657700~2887500,1490,2024_01,X (GAS/CVT),Toyota Safety Sense,19.1,レギュラー,30500,5,78~369,3950×1695×1510
251,TOYOYA,ヤリス,普通車,ハッチバック,2WD,1657700~2887500,996,2024_01,G (1.0L GAS/CVT),Toyota Safety Sense,20.2,レギュラー,30500,5,78~369,3950×1695×1495
252,TOYOYA,ヤリス,普通車,ハッチバック,2WD,1657700~2887500,996,2024_01,X (1.0L GAS/CVT),Toyota Safety Sense,20.2,レギュラー,30500,5,78~369,3950×1695×1495
253,TOYOYA,ヤリス,普通車,ハッチバック,2WD(MT),1657700~2887500,1490,2024_01,Z (GAS/6MT),Toyota Safety Sense,19,レギュラー,30500,5,78~369,3950×1695×1495
254,TOYOYA,ヤリス,普通車,ハッチバック,2WD(MT),1657700~2887500,1490,2024_01,G (GAS/6MT),Toyota Safety Sense,19,レギュラー,30500,5,78~369,3950×1695×1495
255,TOYOYA,ヤリス,普通車,ハッチバック,2WD(MT),1657700~2887500,1490,2024_01,X (GAS/6MT),Toyota Safety Sense,19,レギュラー,30500,5,78~369,3950×1695×1495
256,TOYOYA,ヤリスクロス,普通車,SUV,2WD,2046000~3234000,1490,2025_02,GR SPORT (HEV),Toyota Safety Sense,25,レギュラー (HEV),30500,5,142~396,4185×1765×1580
257,TOYOYA,ヤリスクロス,普通車,SUV,2WD,2046000~3234000,1490,2025_02,Adventure Z (HEV),Toyota Safety Sense,27.8,レギュラー (HEV),30500,5,142~396,4180×1765×1590
258,TOYOYA,ヤリスクロス,普通車,SUV,4WD,2046000~3234000,1490,2025_02,Adventure Z (HEV),Toyota Safety Sense,26,レギュラー (HEV),30500,5,142~396,4200×1765×1590
